ID,Name
117a2132-9b45-49d6-9ae4-7bdf00bf8b86,Ramey's Marketplace
038e9844-712c-45f6-a37a-0880900b5ce4,Grocery Outlet Bargain Market
545ad96e-22d8-48da-9263-2e0b2373c35a,United Grocery Outlet
8ef5006d-a033-4ef1-8836-cd1d21954f6b,Reasor's
63a12119-2f41-44c3-8bb7-592abe2bddb2,Lowes Foods
7f036af6-390c-4fe2-b9a8-f0d575eda038,Dan's Supermarket
069ee270-bb8c-45f8-8a29-25d4669a3fdf,Macey's
3592f15c-e97c-4d0b-aede-6577af99d4bb,Smith's
95670912-24a4-4f22-ab6a-26975cebb0e9,Dillons
632e17d7-65af-46b0-9433-2acdea4c5300,Market 32
37a4d9fa-69b2-4724-969c-8bbdebda2114,Bel Air Markets
1b8606dd-6ec0-4818-9bc1-0718da30c06a,Gelson's Markets
9ab47484-053d-4f85-ba05-9baf9127588d,Lunds & Byerlys
cd37f40a-f3ee-4b1c-9e99-d43a175cb751,Nugget Markets
1c26c082-155e-485a-a370-63ee203de8d1,Metropolitan Market
40650f34-fd0e-4dd3-9bb3-325a57bf3c0d,New Seasons Market
441dee2e-2b0b-4bba-96f2-6776e99b7821,Earth Fare
f8597431-e5d2-4c26-b584-1466efdb27b8,Fresh Thyme Farmers Market
407da458-7cf9-49d4-8704-79e8f2287276,The Market at Wegmans
be3cb54c-7427-4136-afc4-877e67cd8cbd,Basha's
105df101-f5c8-44a3-86f0-b38ad6bb003d,Harmon's Grocery
625dd6ce-eb28-46a3-b6e4-d639f4c48fdb,Heinen's Grocery Store
502793e0-7631-4e9d-ae70-5bac6e90fde6,Houchens Industries
